time_period,time_identifier,geographic_level,country_code,country_name,gender,subject,mode_of_study,level,domicile,t_students
202122,Academic year,National,K02000001,United Kingdom,Female,"Media, journalism and communications",Total,Other Undergraduate,Total,575
202122,Academic year,National,K02000001,United Kingdom,Female,"Media, journalism and communications",Total,PhD and equivalent,Total,710
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Total,First degree,Total,36650
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Total,Masters and Others,Total,10330
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Total,Other Undergraduate,Total,1890
202122,Academic year,National,K02000001,United Kingdom,Female,Medicine and dentistry,Total,PhD and equivalent,Total,4255
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Total,First degree,Total,25730
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Total,Masters and Others,Total,2650
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Total,Other Undergraduate,Total,3405
202122,Academic year,National,K02000001,United Kingdom,Female,Physical sciences,Total,PhD and equivalent,Total,3230
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Total,First degree,Total,83585
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Total,Masters and Others,Total,23735
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Total,Other Undergraduate,Total,9200
202122,Academic year,National,K02000001,United Kingdom,Female,Psychology,Total,PhD and equivalent,Total,5700
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Total,First degree,Total,129470
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Total,Masters and Others,Total,42300
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Total,Other Undergraduate,Total,19250
202122,Academic year,National,K02000001,United Kingdom,Female,Social sciences,Total,PhD and equivalent,Total,4970
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Total,First degree,Total,182315
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Total,Masters and Others,Total,72850
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Total,Other Undergraduate,Total,33550
202122,Academic year,National,K02000001,United Kingdom,Female,Subjects allied to medicine,Total,PhD and equivalent,Total,4860
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Overseas students,147515
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Total,1075165
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,UK students,927650
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and Others,Overseas students,168240
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and Others,Total,416555
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and Others,UK students,248315
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Overseas students,12435
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Total,148175
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,UK students,135740
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Overseas students,21355
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Total,54670
202122,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,UK students,33315
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Total,First degree,Total,7845
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Total,Masters and Others,Total,1605
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Total,Other Undergraduate,Total,535
202122,Academic year,National,K02000001,United Kingdom,Female,Veterinary sciences,Total,PhD and equivalent,Total,190
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Total,First degree,Total,3810
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Total,Masters and Others,Total,1665
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Total,Other Undergraduate,Total,4185
202122,Academic year,National,K02000001,United Kingdom,Male,"Agriculture, food and related studies",Total,PhD and equivalent,Total,220
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Total,First degree,Total,25595
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Total,Masters and Others,Total,11070
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Total,Other Undergraduate,Total,2205
202122,Academic year,National,K02000001,United Kingdom,Male,"Architecture, building and planning",Total,PhD and equivalent,Total,825
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Total,First degree,Total,48180
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Total,Masters and Others,Total,5750
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Total,Other Undergraduate,Total,3650
202122,Academic year,National,K02000001,United Kingdom,Male,Biological and sport sciences,Total,PhD and equivalent,Total,3825
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Total,First degree,Total,171510
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Total,Masters and Others,Total,93790
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Total,Other Undergraduate,Total,14730
202122,Academic year,National,K02000001,United Kingdom,Male,Business and management,Total,PhD and equivalent,Total,3640
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Total,First degree,Total,7405
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Total,Masters and Others,Total,3695
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Total,Other Undergraduate,Total,8275
202122,Academic year,National,K02000001,United Kingdom,Male,Combined and general studies,Total,PhD and equivalent,Total,235
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Total,First degree,Total,87670
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Total,Masters and Others,Total,32250
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Total,Other Undergraduate,Total,5090
202122,Academic year,National,K02000001,United Kingdom,Male,Computing,Total,PhD and equivalent,Total,3730
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Total,First degree,Total,55805
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Total,Masters and Others,Total,8760
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Total,Other Undergraduate,Total,4985
202122,Academic year,National,K02000001,United Kingdom,Male,"Design, and creative and performing arts",Total,PhD and equivalent,Total,1355
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Total,First degree,Total,6005
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Total,Masters and Others,Total,19635
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Total,Other Undergraduate,Total,3290
202122,Academic year,National,K02000001,United Kingdom,Male,Education and teaching,Total,PhD and equivalent,Total,1730
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Total,First degree,Total,102390
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Total,Masters and Others,Total,28820
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Total,Other Undergraduate,Total,16715
202122,Academic year,National,K02000001,United Kingdom,Male,Engineering and technology,Total,PhD and equivalent,Total,10035
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Total,First degree,Total,11230
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Total,Masters and Others,Total,2630
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Total,Other Undergraduate,Total,305
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (natural sciences)",Total,PhD and equivalent,Total,1340
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Total,First degree,Total,3640
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Total,Masters and Others,Total,1300
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Total,Other Undergraduate,Total,80
202122,Academic year,National,K02000001,United Kingdom,Male,"Geography, earth and environmental studies (social sciences)",Total,PhD and equivalent,Total,255
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Total,First degree,Total,26910
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Total,Masters and Others,Total,5845
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Total,Other Undergraduate,Total,930
202122,Academic year,National,K02000001,United Kingdom,Male,"Historical, philosophical and religious studies",Total,PhD and equivalent,Total,3130
202122,Academic year,National,K02000001,United Kingdom,Male,Language and area studies,Total,First degree,Total,16145
